address_street,city,state,zip_code,price,beds,baths,area_sq_ft,latitude,longitude,status_text,list_url,date_scraped,listing_time
1414 W Marshall St #U502,Richmond,VA,23220,"$169,000",1,1,522,37.554123,-77.4536,Condo for sale,https://www.zillow.com/homedetails/1414-W-Marshall-St-U502-Richmond-VA-23220/82560544_zpid/,06-23-2022_21:50:06,3 days on Zillow
1465 Overbrook Rd #A-10,Richmond,VA,23220,"$602,000",3,3,"2,516",37.56537,-77.4562,New construction,https://www.zillow.com/homedetails/1465-Overbrook-Rd-A-10-Richmond-VA-23220/2062697814_zpid/,06-23-2022_21:50:06,3 days on Zillow
10220 W Huguenot Rd,Richmond,VA,23235,"$385,000",5,3,"2,519",37.53312,-77.583755,House for sale,https://www.zillow.com/homedetails/10220-W-Huguenot-Rd-Richmond-VA-23235/12506634_zpid/,06-23-2022_21:50:06,6 days on Zillow
1209 W Franklin St,Richmond,VA,23220,"$1,349,950",7,5,"6,519",37.55176,-77.45723,Townhouse for sale,https://www.zillow.com/homedetails/1209-W-Franklin-St-Richmond-VA-23220/12545726_zpid/,06-23-2022_21:50:06,Open: Sat. 1-4pm
1125 West Ave,Richmond,VA,23220,"$899,000",4,3,"2,780",37.5501,-77.45628,Townhouse for sale,https://www.zillow.com/homedetails/1125-West-Ave-Richmond-VA-23220/12545394_zpid/,06-23-2022_21:50:06,6 days on Zillow
2821 Midlothian Tpke,Richmond,VA,23224,"$174,950",3,1,"1,050",37.51294,-77.460785,House for sale,https://www.zillow.com/homedetails/2821-Midlothian-Tpke-Richmond-VA-23224/12537663_zpid/,06-23-2022_21:50:06,6 days on Zillow
3021 Letcher Ave,Richmond,VA,23222,"$295,000",3,3,"2,070",37.5712,-77.42212,House for sale,https://www.zillow.com/homedetails/3021-Letcher-Ave-Richmond-VA-23222/12529404_zpid/,06-23-2022_21:50:06,Open: Sun. 2-4pm
620 E Gladstone Ave,Richmond,VA,23222,"$325,000",3,3,"1,716",37.575,-77.42273,House for sale,https://www.zillow.com/homedetails/620-E-Gladstone-Ave-Richmond-VA-23222/12530764_zpid/,06-23-2022_21:50:06,7 days on Zillow
1101 Haxall Point #U308,Richmond,VA,23219,"$235,000",1,1,773,37.533108,-77.43666,Condo for sale,https://www.zillow.com/homedetails/1101-Haxall-Point-U308-Richmond-VA-23219/68478307_zpid/,06-23-2022_21:50:06,7 days on Zillow
5120 Waverly Ave,Richmond,VA,23231,"$249,950",3,1,988,37.513184,-77.39952,House for sale,https://www.zillow.com/homedetails/5120-Waverly-Ave-Richmond-VA-23231/12524091_zpid/,06-23-2022_21:50:06,"Price cut: $5,000 (Jun 22)"
2403 V St,Richmond,VA,23223,"$249,900",3,2,"1,053",37.54309,-77.40877,House for sale,https://www.zillow.com/homedetails/2403-V-St-Richmond-VA-23223/12521530_zpid/,06-23-2022_21:50:06,7 days on Zillow
5202 Sylvan Ct,Richmond,VA,23225,"$595,000",4,3,"3,304",37.525894,-77.49584,House for sale,https://www.zillow.com/homedetails/5202-Sylvan-Ct-Richmond-VA-23225/12540904_zpid/,06-23-2022_21:50:06,10 days on Zillow
1000 Greenway Ln,Richmond,VA,23226,"$599,000",3,2,"2,461",37.575996,-77.505455,House for sale,https://www.zillow.com/homedetails/1000-Greenway-Ln-Richmond-VA-23226/12555918_zpid/,06-23-2022_21:50:06,10 days on Zillow
404 N 29th St,Richmond,VA,23223,"$440,000",3,3,"1,590",37.530807,-77.41418,Townhouse for sale,https://www.zillow.com/homedetails/404-N-29th-St-Richmond-VA-23223/12520126_zpid/,06-23-2022_21:50:06,10 days on Zillow
701 Arnold Ave,Richmond,VA,23222,"$169,000",2,1,"1,159",37.573048,-77.423294,House for sale,https://www.zillow.com/homedetails/701-Arnold-Ave-Richmond-VA-23222/12530089_zpid/,06-23-2022_21:50:06,10 days on Zillow
3211 Griffin Ave,Richmond,VA,23222,"$359,000",3,2,"1,979",37.577255,-77.4367,House for sale,https://www.zillow.com/homedetails/3211-Griffin-Ave-Richmond-VA-23222/12531372_zpid/,06-23-2022_21:50:06,"Price cut: $16,000 (Jun 23)"
3210 Delaware Ave,Richmond,VA,23222,"$389,950",3,3,"1,613",37.575787,-77.421104,New construction,https://www.zillow.com/homedetails/3210-Delaware-Ave-Richmond-VA-23222/2062760765_zpid/,06-23-2022_21:50:06,10 days on Zillow
5953 Osoge Rd,Richmond,VA,23225,"$499,000",4,2,"1,798",37.532967,-77.505936,House for sale,https://www.zillow.com/homedetails/5953-Osoge-Rd-Richmond-VA-23225/12509270_zpid/,06-23-2022_21:50:06,10 days on Zillow
3101 Barton Ave,Richmond,VA,23222,"$547,500",4,3,"2,452",37.572952,-77.43145,New construction,https://www.zillow.com/homedetails/3101-Barton-Ave-Richmond-VA-23222/2062779746_zpid/,06-23-2022_21:50:06,10 days on Zillow
4206 Fitzhugh Ave,Richmond,VA,23230,"$649,000",4,3,"2,396",37.574375,-77.485916,House for sale,https://www.zillow.com/homedetails/4206-Fitzhugh-Ave-Richmond-VA-23230/12553673_zpid/,06-23-2022_21:50:06,"Price cut: $46,000 (Jun 22)"
1609 Grove Ave,Richmond,VA,23220,"$995,000",4,4,"3,569",37.54935,-77.46029,Townhouse for sale,https://www.zillow.com/homedetails/1609-Grove-Ave-Richmond-VA-23220/12545920_zpid/,06-23-2022_21:50:06,21 days on Zillow
3111 Cliff Ave,Richmond,VA,23222,"$244,890",3,2,"1,158",37.57332,-77.4277,House for sale,https://www.zillow.com/homedetails/3111-Cliff-Ave-Richmond-VA-23222/12530008_zpid/,06-23-2022_21:50:06,"Price cut: $5,000 (Jun 20)"
2907 E Broad St,Richmond,VA,23223,"$549,000",3,2,"1,988",37.529034,-77.41503,House for sale,https://www.zillow.com/homedetails/2907-E-Broad-St-Richmond-VA-23223/12520478_zpid/,06-23-2022_21:50:06,22 days on Zillow
1537 N 31st St,Richmond,VA,23223,"$395,000",4,3,"2,136",37.539944,-77.40201,New construction,https://www.zillow.com/homedetails/1537-N-31st-St-Richmond-VA-23223/295004974_zpid/,06-23-2022_21:50:06,22 days on Zillow
1533 N 31st St,Richmond,VA,23223,"$395,000",4,3,"2,136",37.539913,-77.40204,New construction,https://www.zillow.com/homedetails/1533-N-31st-St-Richmond-VA-23223/295004992_zpid/,06-23-2022_21:50:06,22 days on Zillow
1545 N 31st St,Richmond,VA,23223,"$395,000",4,3,"2,164",37.54001,-77.40195,New construction,https://www.zillow.com/homedetails/1545-N-31st-St-Richmond-VA-23223/295005021_zpid/,06-23-2022_21:50:06,22 days on Zillow
3304 5th Ave,Richmond,VA,23222,"$425,000",4,4,"2,588",37.570023,-77.41066,House for sale,https://www.zillow.com/homedetails/3304-5th-Ave-Richmond-VA-23222/12534435_zpid/,06-23-2022_21:50:06,Open: Sun. 2-4pm
3108 N Rabza Blvd,Richmond,VA,23223,"$380,000",3,3,"1,710",37.54033,-77.400955,New construction,https://www.zillow.com/homedetails/3108-N-Rabza-Blvd-Richmond-VA-23223/295005018_zpid/,06-23-2022_21:50:06,22 days on Zillow
3112 N Rabza Blvd,Richmond,VA,23223,"$380,000",3,3,"1,710",37.54033,-77.400955,New construction,https://www.zillow.com/homedetails/3112-N-Rabza-Blvd-Richmond-VA-23223/295005019_zpid/,06-23-2022_21:50:06,22 days on Zillow
966 Kingsway Rd,Richmond,VA,23225,"$214,900",3,1,"1,390",37.494423,-77.49978,House for sale,https://www.zillow.com/homedetails/966-Kingsway-Rd-Richmond-VA-23225/12513186_zpid/,06-23-2022_21:50:06,35 days on Zillow
204 S Addison St,Richmond,VA,23220,"$470,000",3,4,"1,808",37.54852,-77.470894,House for sale,https://www.zillow.com/homedetails/204-S-Addison-St-Richmond-VA-23220/12548518_zpid/,06-23-2022_21:50:06,"Price cut: $5,000 (Jun 4)"
6343 Daytona Dr,Richmond,VA,23225,"$265,000",3,2,"1,292",37.48772,-77.51189,House for sale,https://www.zillow.com/homedetails/6343-Daytona-Dr-Richmond-VA-23225/12514255_zpid/,06-23-2022_21:50:06,"Price cut: $5,000 (Jun 11)"
1913 Wood St,Richmond,VA,23223,"$244,900",3,2,804,37.552284,-77.42082,House for sale,https://www.zillow.com/homedetails/1913-Wood-St-Richmond-VA-23223/12521839_zpid/,06-23-2022_21:50:06,"Price cut: $5,000 (Jun 21)"
1532 Ewing Park Loop,Midlothian,VA,23113,"$369,000",3,3,"1,641",,,New construction,https://www.zillow.com/homedetails/1532-Ewing-Park-Loop-Midlothian-VA-23113/2065797848_zpid/,06-23-2022_21:50:06,37 days on Zillow
1453 Overbrook Rd #A3,Richmond,VA,23220,"$484,700",2,3,"1,528",37.56537,-77.4562,New construction,https://www.zillow.com/homedetails/1453-Overbrook-Rd-A3-Richmond-VA-23220/2063227289_zpid/,06-23-2022_21:50:06,3D Homes Icon3D Tour
2511 E Broad St #U2,Richmond,VA,23223,"$314,950",1,1,842,37.531456,-77.418785,Condo for sale,https://www.zillow.com/homedetails/2511-E-Broad-St-U2-Richmond-VA-23223/12519357_zpid/,06-23-2022_21:50:06,Play video iconVideo Walkthrough
2401 Clearfield St,Richmond,VA,23224,"$129,000",,,,37.478962,-77.49654,Lot / Land for sale,https://www.zillow.com/homedetails/2401-Clearfield-St-Richmond-VA-23224/12515510_zpid/,06-23-2022_21:50:06,38 days on Zillow
3104 3rd Ave,Richmond,VA,23222,"$489,900",4,4,"2,299",37.57117,-77.41614,House for sale,https://www.zillow.com/homedetails/3104-3rd-Ave-Richmond-VA-23222/12529475_zpid/,06-23-2022_21:50:06,38 days on Zillow
2220 Bainbridge St,Richmond,VA,23225,"$20,000",,,"4,247",37.51672,-77.454254,Lot / Land for sale,https://www.zillow.com/homedetails/2220-Bainbridge-St-Richmond-VA-23225/89132195_zpid/,06-23-2022_21:50:06,59 days on Zillow
2410 Old Dominion St,Richmond,VA,23224,"$110,000",2,1,"1,144",37.513527,-77.45275,House for sale,https://www.zillow.com/homedetails/2410-Old-Dominion-St-Richmond-VA-23224/12536992_zpid/,06-23-2022_21:50:06,"Price cut: $14,950 (May 18)"
3115 Grove Ave,Richmond,VA,23221,"$875,000",3,2,"2,804",37.55627,-77.47916,Townhouse for sale,https://www.zillow.com/homedetails/3115-Grove-Ave-Richmond-VA-23221/12550831_zpid/,06-23-2022_21:50:06,"Price cut: $50,000 (Jun 23)"
1504 Decatur St,Richmond,VA,23224,"$70,000",,,"1,742",37.51806,-77.44605,Lot / Land for sale,https://www.zillow.com/homedetails/1504-Decatur-St-Richmond-VA-23224/89126150_zpid/,06-23-2022_21:50:06,65 days on Zillow
2222 Parkwood Ave,Richmond,VA,23220,"$600,000",-,-,"2,324",37.54878,-77.47027,Townhouse for sale,https://www.zillow.com/homedetails/2222-Parkwood-Ave-Richmond-VA-23220/295005012_zpid/,06-23-2022_21:50:06,Play video iconVideo Walkthrough
1020 E Belt Blvd,Richmond,VA,23224,"$229,000",3,2,"1,356",37.498882,-77.47079,House for sale,https://www.zillow.com/homedetails/1020-E-Belt-Blvd-Richmond-VA-23224/2064276978_zpid/,06-23-2022_21:50:06,"Price cut: $10,000 (Jun 21)"
332 Clovelly Rd,Richmond,VA,23221,"$1,999,000",5,7,"9,352",37.547253,-77.49907,House for sale,https://www.zillow.com/homedetails/332-Clovelly-Rd-Richmond-VA-23221/12559067_zpid/,06-23-2022_21:50:06,"Price cut: $500,000 (Jun 14)"
3216 Edgewood Ave,Richmond,VA,23222,"$549,000",5,4,"2,557",37.57692,-77.438515,House for sale,https://www.zillow.com/homedetails/3216-Edgewood-Ave-Richmond-VA-23222/12534809_zpid/,06-23-2022_21:50:06,"Price cut: $23,500 (May 27)"
2500 Glenlea Ave,Richmond,VA,23223,"$189,000",4,2,"1,056",37.55361,-77.41429,House for sale,https://www.zillow.com/homedetails/2500-Glenlea-Ave-Richmond-VA-23223/12524778_zpid/,06-23-2022_21:50:06,"Price cut: $6,000 (May 2)"
105 E Broad St,Richmond,VA,23219,"$1,399,950",-,-,"11,440",37.54468,-77.441055,Multi-family home for sale,https://www.zillow.com/homedetails/105-E-Broad-St-Richmond-VA-23219/133595170_zpid/,06-23-2022_21:50:06,"Price cut: $50,000 (Jun 21)"
933 German School Rd,Richmond,VA,23225,"$210,000",,,,37.51619,-77.511406,Lot / Land for sale,https://www.zillow.com/homedetails/933-German-School-Rd-Richmond-VA-23225/2065724897_zpid/,06-23-2022_21:50:06,115 days on Zillow
919 German School Rd,Richmond,VA,23225,"$200,000",2,2,"1,041",37.51594,-77.51111,House for sale,https://www.zillow.com/homedetails/919-German-School-Rd-Richmond-VA-23225/12510473_zpid/,06-23-2022_21:50:06,115 days on Zillow
20 Bridgeway Rd,Richmond,VA,23226,"$799,950",,,,,,Lot / Land for sale,https://www.zillow.com/homedetails/20-Bridgeway-Rd-Richmond-VA-23226/2071541247_zpid/,06-23-2022_21:50:06,119 days on Zillow
2206 Joplin Ave,Richmond,VA,23224,"$269,000",3,3,"1,500",37.504658,-77.442184,New construction,https://www.zillow.com/homedetails/2206-Joplin-Ave-Richmond-VA-23224/333843109_zpid/,06-23-2022_21:50:06,120 days on Zillow
1504 Ewing Park Loop #206,Midlothian,VA,23113,"$339,000",3,2,"1,138",,,New construction,https://www.zillow.com/homedetails/1504-Ewing-Park-Loop-206-Midlothian-VA-23113/2065795896_zpid/,06-23-2022_21:50:06,120 days on Zillow
1420 Ewing Park Loop #201,Midlothian,VA,23113,"$299,000",2,2,"1,004",,,New construction,https://www.zillow.com/homedetails/1420-Ewing-Park-Loop-201-Midlothian-VA-23113/2065786923_zpid/,06-23-2022_21:50:06,120 days on Zillow
9463 Creek Summit Cir,Richmond,VA,23235,"$579,000",4,4,"2,586",37.54828,-77.57672,New construction,https://www.zillow.com/homedetails/9463-Creek-Summit-Cir-Richmond-VA-23235/2065884807_zpid/,06-23-2022_21:50:06,120 days on Zillow
9486 Creek Summit Cir,Richmond,VA,23235,"$569,000",3,3,"2,073",37.548508,-77.5757,New construction,https://www.zillow.com/homedetails/9486-Creek-Summit-Cir-Richmond-VA-23235/2066432697_zpid/,06-23-2022_21:50:06,129 days on Zillow
815 Porter St #U202,Richmond,VA,23224,"$221,950",1,1,809,37.5245,-77.443214,Condo for sale,https://www.zillow.com/homedetails/815-Porter-St-U202-Richmond-VA-23224/64588349_zpid/,06-23-2022_21:50:06,4 hours ago
810 W Lancaster Rd,Richmond,VA,23222,"$349,950",4,2,"1,560",37.566895,-77.44297,House for sale,https://www.zillow.com/homedetails/810-W-Lancaster-Rd-Richmond-VA-23222/12527360_zpid/,06-23-2022_21:50:06,7 hours ago
3131 W Franklin St,Richmond,VA,23221,"$1,075,000",4,3,"2,650",,,New construction,https://www.zillow.com/homedetails/3131-W-Franklin-St-Richmond-VA-23221/2062655249_zpid/,06-23-2022_21:50:06,3D Homes Icon3D Tour
4002 W Grace St,Richmond,VA,23230,"$360,000",3,2,"1,053",37.56998,-77.4843,House for sale,https://www.zillow.com/homedetails/4002-W-Grace-St-Richmond-VA-23230/12553346_zpid/,06-23-2022_21:50:06,8 hours ago
1108 Porter St,Richmond,VA,23224,"$399,900",4,3,"2,512",37.522663,-77.4452,House for sale,https://www.zillow.com/homedetails/1108-Porter-St-Richmond-VA-23224/12535873_zpid/,06-23-2022_21:50:06,8 hours ago
1810 Lakeview Ave,Richmond,VA,23220,"$299,950",3,1,904,37.54295,-77.46688,House for sale,https://www.zillow.com/homedetails/1810-Lakeview-Ave-Richmond-VA-23220/12546534_zpid/,06-23-2022_21:50:06,9 hours ago
617 N 21st St,Richmond,VA,23223,"$245,000",2,1,960,37.537094,-77.41933,Townhouse for sale,https://www.zillow.com/homedetails/617-N-21st-St-Richmond-VA-23223/12518923_zpid/,06-23-2022_21:50:06,14 hours ago
1718 Westwood Ave,Richmond,VA,23227,"$339,000",3,2,"1,390",37.578495,-77.46357,House for sale,https://www.zillow.com/homedetails/1718-Westwood-Ave-Richmond-VA-23227/12531692_zpid/,06-23-2022_21:50:06,1 day on Zillow
2617 Northumberland Ave,Richmond,VA,23220,"$174,990",2,1,896,37.567207,-77.4472,House for sale,https://www.zillow.com/homedetails/2617-Northumberland-Ave-Richmond-VA-23220/12528010_zpid/,06-23-2022_21:50:06,1 day on Zillow
